Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers,Total_Workers,Share
2016-06-01,11,Personal services,101574,615786,16.5
2016-06-01,12,Public administration,11883,615786,1.93
2016-07-01,1,"Agriculture, forestry and fishing",31757,585414,5.42
2016-07-01,2,Mining,10205,585414,1.74
2016-07-01,3,Manufacturing,64906,585414,11.09
2016-07-01,4,"Electricity, gas, water and waste management",6285,585414,1.07
2016-07-01,5,Construction,72369,585414,12.36
2016-07-01,6,"Wholesale and retail trade, accommodation and food services",122161,585414,20.87
2016-07-01,7,"Transport, communications and information services",57049,585414,9.75
2016-07-01,8,Financial intermediation,24414,585414,4.17
2016-07-01,9,Real estate and housing services,5211,585414,0.89
2016-07-01,10,Business services,86749,585414,14.82
2016-07-01,11,Personal services,96421,585414,16.47
2016-07-01,12,Public administration,10556,585414,1.8
2016-08-01,1,"Agriculture, forestry and fishing",32192,588226,5.47
2016-08-01,2,Mining,9409,588226,1.6
2016-08-01,3,Manufacturing,65036,588226,11.06
2016-08-01,4,"Electricity, gas, water and waste management",6310,588226,1.07
2016-08-01,5,Construction,72967,588226,12.4
2016-08-01,6,"Wholesale and retail trade, accommodation and food services",123109,588226,20.93
2016-08-01,7,"Transport, communications and information services",57370,588226,9.75
2016-08-01,8,Financial intermediation,24320,588226,4.13
2016-08-01,9,Real estate and housing services,5251,588226,0.89
2016-08-01,10,Business services,87091,588226,14.81
2016-08-01,11,Personal services,97295,588226,16.54
2016-08-01,12,Public administration,10585,588226,1.8
2016-09-01,1,"Agriculture, forestry and fishing",30943,586142,5.28
2016-09-01,2,Mining,9413,586142,1.61
2016-09-01,3,Manufacturing,64271,586142,10.97
2016-09-01,4,"Electricity, gas, water and waste management",6284,586142,1.07
2016-09-01,5,Construction,72217,586142,12.32
2016-09-01,6,"Wholesale and retail trade, accommodation and food services",122977,586142,20.98
2016-09-01,7,"Transport, communications and information services",57277,586142,9.77
2016-09-01,8,Financial intermediation,24307,586142,4.15
2016-09-01,9,Real estate and housing services,5172,586142,0.88
2016-09-01,10,Business services,87275,586142,14.89
2016-09-01,11,Personal services,98030,586142,16.72
2016-09-01,12,Public administration,10778,586142,1.84
2016-10-01,1,"Agriculture, forestry and fishing",32791,591289,5.55
2016-10-01,2,Mining,9857,591289,1.67
2016-10-01,3,Manufacturing,65366,591289,11.05
2016-10-01,4,"Electricity, gas, water and waste management",6485,591289,1.1
2016-10-01,5,Construction,72616,591289,12.28
2016-10-01,6,"Wholesale and retail trade, accommodation and food services",123387,591289,20.87
2016-10-01,7,"Transport, communications and information services",57558,591289,9.73
2016-10-01,8,Financial intermediation,24350,591289,4.12
2016-10-01,9,Real estate and housing services,5223,591289,0.88
2016-10-01,10,Business services,88046,591289,14.89
2016-10-01,11,Personal services,97698,591289,16.52
2016-10-01,12,Public administration,10813,591289,1.83
2016-11-01,1,"Agriculture, forestry and fishing",35520,597288,5.95
2016-11-01,2,Mining,9906,597288,1.66
2016-11-01,3,Manufacturing,65448,597288,10.96
2016-11-01,4,"Electricity, gas, water and waste management",6402,597288,1.07
2016-11-01,5,Construction,72742,597288,12.18
2016-11-01,6,"Wholesale and retail trade, accommodation and food services",124798,597288,20.89
2016-11-01,7,"Transport, communications and information services",57899,597288,9.69
2016-11-01,8,Financial intermediation,24492,597288,4.1
2016-11-01,9,Real estate and housing services,5165,597288,0.86
2016-11-01,10,Business services,88955,597288,14.89
2016-11-01,11,Personal services,98009,597288,16.41
2016-11-01,12,Public administration,10809,597288,1.81
2016-12-01,1,"Agriculture, forestry and fishing",37951,599683,6.33
2016-12-01,2,Mining,9072,599683,1.51
2016-12-01,3,Manufacturing,65088,599683,10.85
2016-12-01,4,"Electricity, gas, water and waste management",6339,599683,1.06
2016-12-01,5,Construction,71613,599683,11.94
2016-12-01,6,"Wholesale and retail trade, accommodation and food services",126791,599683,21.14
2016-12-01,7,"Transport, communications and information services",57977,599683,9.67
2016-12-01,8,Financial intermediation,23994,599683,4.0
2016-12-01,9,Real estate and housing services,5229,599683,0.87
2016-12-01,10,Business services,89442,599683,14.91
2016-12-01,11,Personal services,98554,599683,16.43
2016-12-01,12,Public administration,10947,599683,1.83
2017-01-01,1,"Agriculture, forestry and fishing",41173,620474,6.64
2017-01-01,2,Mining,8434,620474,1.36
2017-01-01,3,Manufacturing,66836,620474,10.77
2017-01-01,4,"Electricity, gas, water and waste management",6489,620474,1.05
2017-01-01,5,Construction,72050,620474,11.61
2017-01-01,6,"Wholesale and retail trade, accommodation and food services",132070,620474,21.29
2017-01-01,7,"Transport, communications and information services",62366,620474,10.05
2017-01-01,8,Financial intermediation,24876,620474,4.01
2017-01-01,9,Real estate and housing services,5396,620474,0.87
2017-01-01,10,Business services,91669,620474,14.77
2017-01-01,11,Personal services,100590,620474,16.21
2017-01-01,12,Public administration,11731,620474,1.89
2017-02-01,1,"Agriculture, forestry and fishing",40656,623174,6.52
2017-02-01,2,Mining,10350,623174,1.66
2017-02-01,3,Manufacturing,67294,623174,10.8
2017-02-01,4,"Electricity, gas, water and waste management",6554,623174,1.05
2017-02-01,5,Construction,72930,623174,11.7
2017-02-01,6,"Wholesale and retail trade, accommodation and food services",132286,623174,21.23
2017-02-01,7,"Transport, communications and information services",62716,623174,10.06
2017-02-01,8,Financial intermediation,24482,623174,3.93
2017-02-01,9,Real estate and housing services,5415,623174,0.87
2017-02-01,10,Business services,91674,623174,14.71
2017-02-01,11,Personal services,100268,623174,16.09
2017-02-01,12,Public administration,11691,623174,1.88
2017-03-01,1,"Agriculture, forestry and fishing",39766,626761,6.34
2017-03-01,2,Mining,9969,626761,1.59
2017-03-01,3,Manufacturing,67912,626761,10.84
2017-03-01,4,"Electricity, gas, water and waste management",6567,626761,1.05
2017-03-01,5,Construction,74147,626761,11.83
2017-03-01,6,"Wholesale and retail trade, accommodation and food services",132850,626761,21.2
2017-03-01,7,"Transport, communications and information services",62500,626761,9.97
2017-03-01,8,Financial intermediation,24851,626761,3.96
2017-03-01,9,Real estate and housing services,5352,626761,0.85
2017-03-01,10,Business services,91784,626761,14.64
2017-03-01,11,Personal services,102656,626761,16.38
2017-03-01,12,Public administration,11749,626761,1.87
2017-04-01,1,"Agriculture, forestry and fishing",37383,628393,5.95
2017-04-01,2,Mining,9884,628393,1.57
2017-04-01,3,Manufacturing,67831,628393,10.79
2017-04-01,4,"Electricity, gas, water and waste management",6640,628393,1.06
2017-04-01,5,Construction,74683,628393,11.88
2017-04-01,6,"Wholesale and retail trade, accommodation and food services",134409,628393,21.39
2017-04-01,7,"Transport, communications and information services",62832,628393,10.0
2017-04-01,8,Financial intermediation,24758,628393,3.94
2017-04-01,9,Real estate and housing services,5400,628393,0.86
2017-04-01,10,Business services,91646,628393,14.58
2017-04-01,11,Personal services,104456,628393,16.62
2017-04-01,12,Public administration,12005,628393,1.91
2017-05-01,1,"Agriculture, forestry and fishing",34528,627479,5.5
2017-05-01,2,Mining,10130,627479,1.61
2017-05-01,3,Manufacturing,67311,627479,10.73
2017-05-01,4,"Electricity, gas, water and waste management",6616,627479,1.05
2017-05-01,5,Construction,74978,627479,11.95
2017-05-01,6,"Wholesale and retail trade, accommodation and food services",134395,627479,21.42
2017-05-01,7,"Transport, communications and information services",62845,627479,10.02
2017-05-01,8,Financial intermediation,25227,627479,4.02
2017-05-01,9,Real estate and housing services,5405,627479,0.86
2017-05-01,10,Business services,91943,627479,14.65
2017-05-01,11,Personal services,105020,627479,16.74
2017-05-01,12,Public administration,12204,627479,1.94
2017-06-01,1,"Agriculture, forestry and fishing",35554,629054,5.65
2017-06-01,2,Mining,10283,629054,1.63
2017-06-01,3,Manufacturing,67287,629054,10.7
2017-06-01,4,"Electricity, gas, water and waste management",6699,629054,1.06
2017-06-01,5,Construction,74533,629054,11.85
2017-06-01,6,"Wholesale and retail trade, accommodation and food services",134422,629054,21.37
2017-06-01,7,"Transport, communications and information services",62692,629054,9.97
2017-06-01,8,Financial intermediation,25333,629054,4.03
2017-06-01,9,Real estate and housing services,5475,629054,0.87
2017-06-01,10,Business services,91836,629054,14.6
2017-06-01,11,Personal services,105652,629054,16.8
2017-06-01,12,Public administration,12325,629054,1.96
2017-07-01,1,"Agriculture, forestry and fishing",36645,629385,5.82
2017-07-01,2,Mining,9913,629385,1.58
2017-07-01,3,Manufacturing,67178,629385,10.67
2017-07-01,4,"Electricity, gas, water and waste management",6761,629385,1.07
2017-07-01,5,Construction,74442,629385,11.83
2017-07-01,6,"Wholesale and retail trade, accommodation and food services",134155,629385,21.32
2017-07-01,7,"Transport, communications and information services",62783,629385,9.98
2017-07-01,8,Financial intermediation,25501,629385,4.05
2017-07-01,9,Real estate and housing services,5448,629385,0.87
2017-07-01,10,Business services,92234,629385,14.65
2017-07-01,11,Personal services,105335,629385,16.74
2017-07-01,12,Public administration,12214,629385,1.94
2017-08-01,1,"Agriculture, forestry and fishing",36558,632998,5.78
2017-08-01,2,Mining,10150,632998,1.6
2017-08-01,3,Manufacturing,67021,632998,10.59
2017-08-01,4,"Electricity, gas, water and waste management",6773,632998,1.07
2017-08-01,5,Construction,75027,632998,11.85
2017-08-01,6,"Wholesale and retail trade, accommodation and food services",135155,632998,21.35
2017-08-01,7,"Transport, communications and information services",63140,632998,9.97
2017-08-01,8,Financial intermediation,25365,632998,4.01
2017-08-01,9,Real estate and housing services,5516,632998,0.87
2017-08-01,10,Business services,92600,632998,14.63
2017-08-01,11,Personal services,106474,632998,16.82
2017-08-01,12,Public administration,12284,632998,1.94
2017-09-01,1,"Agriculture, forestry and fishing",35504,633304,5.61
2017-09-01,2,Mining,9823,633304,1.55
2017-09-01,3,Manufacturing,66795,633304,10.55
